Iteration 1: c = ), s = , state = 0
Iteration 8620: c =  , s = ste, state = 9
Iteration 8621: c =  , s = r, state = 9
Iteration 8622: c = a, s = ss, state = 9
Iteration 8623: c = {, s = , state = 9
Iteration 8624: c = x, s = tr, state = 9
Iteration 8625: c = a, s = est, state = 9
Iteration 8626: c = [, s = tete, state = 9
Iteration 8627: c =  , s = , state = 9
Iteration 8628: c = {, s = eetrse, state = 9
Iteration 8629: c = (, s = ees, state = 9
Iteration 8630: c = (, s = esttss, state = 9
Iteration 8631: c = {, s = eet, state = 9
Iteration 8632: c = x, s = r, state = 9
Iteration 8633: c =  , s = rresst, state = 9
Iteration 8634: c =  , s = ee, state = 9
Iteration 8635: c = }, s = tr, state = 9
Iteration 8636: c = [, s = tett, state = 9
Iteration 8637: c = (, s = rtrers, state = 9
Iteration 8638: c = [, s = sre, state = 9
Iteration 8639: c = {, s = sr, state = 9
Iteration 8640: c = ], s = ttt, state = 9
Iteration 8641: c = x, s = stesse, state = 9
Iteration 8642: c = a, s = sst, state = 9
Iteration 8643: c = a, s = s, state = 9
Iteration 8644: c = {, s = , state = 9
Iteration 8645: c = [, s = estsrr, state = 9
Iteration 8646: c = ), s = trsrte, state = 9
Iteration 8647: c = ), s = r, state = 9
Iteration 8648: c = {, s = re, state = 9
Iteration 8649: c = ], s = stt, state = 9
Iteration 8650: c = ), s = ssrrts, state = 9
Iteration 8651: c =  , s = ssrsrt, state = 9
Iteration 8652: c = (, s = stree, state = 9
Iteration 8653: c = }, s = etstss, state = 9
Iteration 8654: c = [, s = t, state = 9
Iteration 8655: c = ], s = r, state = 9
Iteration 8656: c = ], s = etrssr, state = 9
Iteration 8657: c = ], s = , state = 9
Iteration 8658: c = {, s = , state = 9
Iteration 8659: c = ], s = stssee, state = 9
Iteration 8660: c = {, s = srr, state = 9
Iteration 8661: c = }, s = etsesr, state = 9
Iteration 8662: c = [, s = ssrr, state = 9
Iteration 8663: c = x, s = tter, state = 9
Iteration 8664: c = {, s = rrtsrr, state = 9
Iteration 8665: c = {, s = , state = 9
Iteration 8666: c = ), s = rstet, state = 9
Iteration 8667: c =  , s = erre, state = 9
Iteration 8668: c = (, s = rrtrts, state = 9
Iteration 8669: c = a, s = teeset, state = 9
Iteration 8670: c = {, s = teetst, state = 9
Iteration 8671: c = [, s = rtse, state = 9
Iteration 8672: c = ), s = ette, state = 9
Iteration 8673: c = x, s = sttess, state = 9
Iteration 8674: c = a, s = , state = 9
Iteration 8675: c = ), s = , state = 9
Iteration 8676: c = }, s = tret, state = 9
Iteration 8677: c = x, s = ees, state = 9
Iteration 8678: c =  , s = strtt, state = 9
Iteration 8679: c = }, s = srttst, state = 9
Iteration 8680: c = a, s = ss, state = 9
Iteration 8681: c = {, s = e, state = 9
Iteration 8682: c = ], s = trerte, state = 9
Iteration 8683: c = a, s = r, state = 9
Iteration 8684: c = (, s = es, state = 9
Iteration 8685: c = ), s = etr, state = 9
Iteration 8686: c = ], s = rssrt, state = 9
Iteration 8687: c = x, s = srts, state = 9
Iteration 8688: c = x, s = srttse, state = 9
Iteration 8689: c = [, s = t, state = 9
Iteration 8690: c = (, s = , state = 9
Iteration 8691: c = ), s = srstrr, state = 9
Iteration 8692: c = ], s = sstres, state = 9
Iteration 8693: c = ), s = sre, state = 9
Iteration 8694: c = }, s = , state = 9
Iteration 8695: c =  , s = , state = 9
Iteration 8696: c = ], s = seerst, state = 9
Iteration 8697: c = x, s = t, state = 9
Iteration 8698: c =  , s = , state = 9
Iteration 8699: c = }, s = treetr, state = 9
Iteration 8700: c = [, s = srsrr, state = 9
Iteration 8701: c = (, s = , state = 9
Iteration 8702: c = (, s = eeetrs, state = 9
Iteration 8703: c = ), s = ts, state = 9
Iteration 8704: c = }, s = erttee, state = 9
Iteration 8705: c = (, s = r, state = 9
Iteration 8706: c = x, s = ets, state = 9
Iteration 8707: c = [, s = trssst, state = 9
Iteration 8708: c = a, s = rtsree, state = 9
Iteration 8709: c = ), s = e, state = 9
Iteration 8710: c = (, s = ss, state = 9
Iteration 8711: c = ], s = te, state = 9
Iteration 8712: c = a, s = trt, state = 9
Iteration 8713: c = }, s = , state = 9
Iteration 8714: c = [, s = e, state = 9
Iteration 8715: c = (, s = r, state = 9
Iteration 8716: c = }, s = eeserr, state = 9
Iteration 8717: c = (, s = rr, state = 9
Iteration 8718: c =  , s = r, state = 9
Iteration 8719: c = }, s = rteese, state = 9
Iteration 8720: c = }, s = s, state = 9
Iteration 8721: c =  , s = rettee, state = 9
Iteration 8722: c = ), s = , state = 9
Iteration 8723: c = }, s = s, state = 9
Iteration 8724: c = [, s = t, state = 9
Iteration 8725: c =  , s = tss, state = 9
Iteration 8726: c = {, s = , state = 9
Iteration 8727: c = ), s = , state = 9
Iteration 8728: c = }, s = ttrte, state = 9
Iteration 8729: c =  , s = ertre, state = 9
Iteration 8730: c = x, s = , state = 9
Iteration 8731: c = a, s = , state = 9
Iteration 8732: c = }, s = eseerr, state = 9
Iteration 8733: c = (, s = ertstt, state = 9
Iteration 8734: c = ], s = rersts, state = 9
Iteration 8735: c = [, s = ees, state = 9
Iteration 8736: c =  , s = se, state = 9
Iteration 8737: c = ], s = , state = 9
Iteration 8738: c = [, s = , state = 9
Iteration 8739: c = x, s = ereess, state = 9
Iteration 8740: c = }, s = ttestt, state = 9
Iteration 8741: c = [, s = teters, state = 9
Iteration 8742: c =  , s = , state = 9
Iteration 8743: c = }, s = tsrrss, state = 9
Iteration 8744: c = [, s = , state = 9
Iteration 8745: c = a, s = ssrrtt, state = 9
Iteration 8746: c = x, s = tee, state = 9
Iteration 8747: c = ], s = sressr, state = 9
Iteration 8748: c = }, s = rs, state = 9
Iteration 8749: c = {, s = srr, state = 9
Iteration 8750: c = }, s = rttrtr, state = 9
Iteration 8751: c = }, s = tserts, state = 9
Iteration 8752: c = ), s = ettere, state = 9
Iteration 8753: c = [, s = rertes, state = 9
Iteration 8754: c = ), s = tertet, state = 9
Iteration 8755: c = x, s = r, state = 9
Iteration 8756: c = a, s = rrertt, state = 9
Iteration 8757: c = a, s = rrsr, state = 9
Iteration 8758: c = [, s = t, state = 9
Iteration 8759: c = [, s = stseer, state = 9
Iteration 8760: c = ], s = s, state = 9
Iteration 8761: c = a, s = , state = 9
Iteration 8762: c = x, s = t, state = 9
Iteration 8763: c = {, s = , state = 9
Iteration 8764: c = {, s = ter, state = 9
Iteration 8765: c = (, s = ssst, state = 9
Iteration 8766: c = {, s = ttrttr, state = 9
Iteration 8767: c = {, s = ee, state = 9
Iteration 8768: c = [, s = , state = 9
Iteration 8769: c = [, s = , state = 9
Iteration 8770: c =  , s = reeere, state = 9
Iteration 8771: c = x, s = , state = 9
Iteration 8772: c = ], s = rs, state = 9
Iteration 8773: c = [, s = eee, state = 9
Iteration 8774: c = ), s = etterr, state = 9
Iteration 8775: c = [, s = tsrtss, state = 9
Iteration 8776: c = ), s = r, state = 9
Iteration 8777: c = {, s = ssesse, state = 9
Iteration 8778: c = }, s = r, state = 9
Iteration 8779: c = a, s = etrret, state = 9
Iteration 8780: c = ], s = r, state = 9
Iteration 8781: c = }, s = trse, state = 9
Iteration 8782: c = }, s = rrerss, state = 9
Iteration 8783: c =  , s = tettt, state = 9
Iteration 8784: c = (, s = sststs, state = 9
Iteration 8785: c = a, s = , state = 9
Iteration 8786: c = a, s = s, state = 9
Iteration 8787: c = [, s = rrr, state = 9
Iteration 8788: c = a, s = ers, state = 9
Iteration 8789: c = ], s = es, state = 9
Iteration 8790: c =  , s = tsssst, state = 9
Iteration 8791: c = }, s = trsrte, state = 9
Iteration 8792: c = [, s = e, state = 9
Iteration 8793: c = [, s = rssett, state = 9
Iteration 8794: c = a, s = tr, state = 9
Iteration 8795: c = a, s = tt, state = 9
Iteration 8796: c = {, s = , state = 9
Iteration 8797: c = ), s = rssrt, state = 9
Iteration 8798: c = }, s = sseeet, state = 9
Iteration 8799: c =  , s = , state = 9
Iteration 8800: c = ), s = rs, state = 9
Iteration 8801: c = ], s = , state = 9
Iteration 8802: c = ), s = , state = 9
Iteration 8803: c = [, s = tsttte, state = 9
Iteration 8804: c = ], s = seeerr, state = 9
Iteration 8805: c = }, s = r, state = 9
Iteration 8806: c = ], s = eesr, state = 9
Iteration 8807: c = ), s = etrtst, state = 9
Iteration 8808: c = }, s = errsrr, state = 9
Iteration 8809: c = x, s = rrerr, state = 9
Iteration 8810: c = {, s = etssr, state = 9
Iteration 8811: c = a, s = stssts, state = 9
Iteration 8812: c = x, s = errett, state = 9
Iteration 8813: c = ], s = tesret, state = 9
Iteration 8814: c = ], s = rs, state = 9
Iteration 8815: c = (, s = ssress, state = 9
Iteration 8816: c = x, s = r, state = 9
Iteration 8817: c = {, s = ser, state = 9
Iteration 8818: c = {, s = tsst, state = 9
Iteration 8819: c = ], s = rsrtrt, state = 9
Iteration 8820: c = ), s = s, state = 9
Iteration 8821: c = x, s = rt, state = 9
Iteration 8822: c = ], s = ssret, state = 9
Iteration 8823: c =  , s = eer, state = 9
Iteration 8824: c = a, s = rrrese, state = 9
Iteration 8825: c = }, s = stte, state = 9
Iteration 8826: c = x, s = treess, state = 9
Iteration 8827: c = {, s = rrt, state = 9
Iteration 8828: c = a, s = ttst, state = 9
Iteration 8829: c = ), s = rse, state = 9
Iteration 8830: c = x, s = rse, state = 9
Iteration 8831: c =  , s = rrtrtt, state = 9
Iteration 8832: c =  , s = tt, state = 9
Iteration 8833: c = x, s = sr, state = 9
Iteration 8834: c = a, s = etteet, state = 9
Iteration 8835: c = [, s = sstset, state = 9
Iteration 8836: c =  , s = r, state = 9
Iteration 8837: c = (, s = ttsret, state = 9
Iteration 8838: c = [, s = rrertt, state = 9
Iteration 8839: c = {, s = treese, state = 9
Iteration 8840: c = {, s = rr, state = 9
Iteration 8841: c = a, s = , state = 9
Iteration 8842: c = ), s = rrette, state = 9
Iteration 8843: c =  , s = sstese, state = 9
Iteration 8844: c = a, s = , state = 9
Iteration 8845: c = (, s = sssr, state = 9
Iteration 8846: c = ], s = s, state = 9
Iteration 8847: c = }, s = , state = 9
Iteration 8848: c = a, s = rte, state = 9
Iteration 8849: c = [, s = rers, state = 9
Iteration 8850: c = [, s = rsrst, state = 9
Iteration 8851: c = [, s = , state = 9
Iteration 8852: c = [, s = , state = 9
Iteration 8853: c = a, s = sesese, state = 9
Iteration 8854: c = }, s = eteeer, state = 9
Iteration 8855: c = ], s = srsr, state = 9
Iteration 8856: c = (, s = srsres, state = 9
Iteration 8857: c = ), s = , state = 9
Iteration 8858: c =  , s = tsrrrs, state = 9
Iteration 8859: c = ), s = ssstet, state = 9
Iteration 8860: c = (, s = , state = 9
Iteration 8861: c = (, s = , state = 9
Iteration 8862: c =  , s = rrstee, state = 9
Iteration 8863: c = {, s = , state = 9
Iteration 8864: c = (, s = s, state = 9
Iteration 8865: c = ), s = se, state = 9
Iteration 8866: c = x, s = r, state = 9
Iteration 8867: c = x, s = rt, state = 9
Iteration 8868: c = (, s = sttet, state = 9
Iteration 8869: c = {, s = trtrrs, state = 9
Iteration 8870: c = }, s = , state = 9
Iteration 8871: c = ), s = , state = 9
Iteration 8872: c = ), s = t, state = 9
Iteration 8873: c = ], s = esttsr, state = 9
Iteration 8874: c = (, s = serest, state = 9
Iteration 8875: c = }, s = srrrrt, state = 9
Iteration 8876: c = }, s = rret, state = 9
Iteration 8877: c = x, s = sr, state = 9
Iteration 8878: c =  , s = , state = 9
Iteration 8879: c = {, s = sertet, state = 9
Iteration 8880: c = a, s = rsrssr, state = 9
Iteration 8881: c = (, s = ere, state = 9
Iteration 8882: c =  , s = e, state = 9
Iteration 8883: c =  , s = trerer, state = 9
Iteration 8884: c = a, s = , state = 9
Iteration 8885: c = }, s = srs, state = 9
Iteration 8886: c = }, s = rseere, state = 9
Iteration 8887: c = (, s = rrrrer, state = 9
Iteration 8888: c = ), s = eret, state = 9
Iteration 8889: c =  , s = , state = 9
Iteration 8890: c = a, s = etteet, state = 9
Iteration 8891: c = (, s = ssssee, state = 9
Iteration 8892: c = [, s = sr, state = 9
Iteration 8893: c = {, s = srsrte, state = 9
Iteration 8894: c = x, s = rrre, state = 9
Iteration 8895: c = (, s = rt, state = 9
Iteration 8896: c = {, s = reet, state = 9
Iteration 8897: c = {, s = seeeet, state = 9
Iteration 8898: c = x, s = eterte, state = 9
Iteration 8899: c = ), s = teettr, state = 9
Iteration 8900: c = ], s = , state = 9
Iteration 8901: c = }, s = , state = 9
Iteration 8902: c = (, s = etes, state = 9
Iteration 8903: c = ), s = sterte, state = 9
Iteration 8904: c = a, s = settrt, state = 9
Iteration 8905: c =  , s = , state = 9
Iteration 8906: c = x, s = sres, state = 9
Iteration 8907: c = }, s = esrsrr, state = 9
Iteration 8908: c = ), s = r, state = 9
Iteration 8909: c = {, s = eee, state = 9
Iteration 8910: c =  , s = e, state = 9
Iteration 8911: c = [, s = rterrr, state = 9
Iteration 8912: c = ], s = sseer, state = 9
Iteration 8913: c = ), s = , state = 9
Iteration 8914: c = x, s = rrtr, state = 9
Iteration 8915: c = (, s = sseess, state = 9
Iteration 8916: c =  , s = ser, state = 9
Iteration 8917: c = ], s = s, state = 9
Iteration 8918: c = a, s = , state = 9
Iteration 8919: c = ), s = r, state = 9
Iteration 8920: c = }, s = sterse, state = 9
Iteration 8921: c = ), s = te, state = 9
Iteration 8922: c =  , s = ss, state = 9
Iteration 8923: c = ), s = sretst, state = 9
Iteration 8924: c = [, s = , state = 9
Iteration 8925: c = }, s = , state = 9
Iteration 8926: c = ), s = ts, state = 9
Iteration 8927: c = {, s = rets, state = 9
Iteration 8928: c =  , s = t, state = 9
Iteration 8929: c = ), s = , state = 9
Iteration 8930: c = [, s = ee, state = 9
Iteration 8931: c = x, s = , state = 9
Iteration 8932: c = x, s = strrtr, state = 9
Iteration 8933: c = {, s = r, state = 9
Iteration 8934: c = x, s = t, state = 9
Iteration 8935: c = [, s = s, state = 9
Iteration 8936: c = }, s = t, state = 9
Iteration 8937: c = ], s = s, state = 9
Iteration 8938: c = ], s = tstsr, state = 9
Iteration 8939: c = ), s = rers, state = 9
Iteration 8940: c = {, s = sse, state = 9
Iteration 8941: c = ), s = trtest, state = 9
Iteration 8942: c = ), s = rttr, state = 9
Iteration 8943: c = ], s = , state = 9
Iteration 8944: c = ), s = , state = 9
Iteration 8945: c = x, s = rsrtee, state = 9
Iteration 8946: c = (, s = , state = 9
Iteration 8947: c = [, s = , state = 9
Iteration 8948: c = {, s = e, state = 9
Iteration 8949: c = (, s = , state = 9
Iteration 8950: c = a, s = rretts, state = 9
Iteration 8951: c = a, s = trrert, state = 9
Iteration 8952: c = {, s = e, state = 9
Iteration 8953: c =  , s = tsrtes, state = 9
Iteration 8954: c =  , s = rrretr, state = 9
Iteration 8955: c = ], s = r, state = 9
Iteration 8956: c = {, s = r, state = 9
Iteration 8957: c =  , s = e, state = 9
Iteration 8958: c = ], s = strstr, state = 9
Iteration 8959: c = {, s = rsetre, state = 9
Iteration 8960: c = }, s = seeert, state = 9
Iteration 8961: c =  , s = r, state = 9
Iteration 8962: c =  , s = , state = 9
Iteration 8963: c = [, s = r, state = 9
Iteration 8964: c = a, s = tttrts, state = 9
Iteration 8965: c = x, s = trter, state = 9
Iteration 8966: c = ], s = strrte, state = 9
Iteration 8967: c = }, s = r, state = 9
Iteration 8968: c = [, s = t, state = 9
Iteration 8969: c = (, s = ersesr, state = 9
Iteration 8970: c = {, s = e, state = 9
Iteration 8971: c = (, s = s, state = 9
Iteration 8972: c = ), s = ssterr, state = 9
Iteration 8973: c = ], s = e, state = 9
Iteration 8974: c = a, s = etss, state = 9
Iteration 8975: c = ], s = trerse, state = 9
Iteration 8976: c = }, s = teer, state = 9
Iteration 8977: c = (, s = sttste, state = 9
Iteration 8978: c =  , s = , state = 9
Iteration 8979: c = [, s = , state = 9
Iteration 8980: c = ], s = et, state = 9
Iteration 8981: c = (, s = trrre, state = 9
Iteration 8982: c =  , s = te, state = 9
Iteration 8983: c = ), s = ee, state = 9
Iteration 8984: c = (, s = , state = 9
Iteration 8985: c = [, s = rsstte, state = 9
Iteration 8986: c = {, s = tet, state = 9
Iteration 8987: c = }, s = stetst, state = 9
Iteration 8988: c = }, s = et, state = 9
Iteration 8989: c = x, s = strse, state = 9
Iteration 8990: c = {, s = tts, state = 9
Iteration 8991: c = ], s = es, state = 9
Iteration 8992: c = {, s = ssrser, state = 9
Iteration 8993: c = (, s = se, state = 9
Iteration 8994: c = {, s = sr, state = 9
Iteration 8995: c = (, s = rreser, state = 9
Iteration 8996: c = }, s = ettr, state = 9
Iteration 8997: c = x, s = , state = 9
Iteration 8998: c = a, s = r, state = 9
Iteration 8999: c = (, s = rerter, state = 9
Iteration 9000: c = ), s = erstre, state = 9
Iteration 9001: c =  , s = settts, state = 9
Iteration 9002: c = }, s = t, state = 9
Iteration 9003: c = }, s = sses, state = 9
Iteration 9004: c = x, s = re, state = 9
Iteration 9005: c = ], s = rsse, state = 9
Iteration 9006: c = a, s = etrs, state = 9
Iteration 9007: c = a, s = r, state = 9
Iteration 9008: c = ], s = er, state = 9
Iteration 9009: c = }, s = , state = 9
Iteration 9010: c = x, s = esesrr, state = 9
Iteration 9011: c =  , s = , state = 9
Iteration 9012: c = {, s = etse, state = 9
Iteration 9013: c = a, s = esr, state = 9
Iteration 9014: c =  , s = , state = 9
Iteration 9015: c = x, s = , state = 9
Iteration 9016: c = ), s = s, state = 9
Iteration 9017: c = ], s = ttrter, state = 9
Iteration 9018: c = [, s = ss, state = 9
Iteration 9019: c = {, s = rsr, state = 9
Iteration 9020: c = }, s = s, state = 9
Iteration 9021: c = a, s = erse, state = 9
Iteration 9022: c = ], s = , state = 9
Iteration 9023: c = {, s = ts, state = 9
Iteration 9024: c = a, s = re, state = 9
Iteration 9025: c = x, s = rtts, state = 9
Iteration 9026: c = {, s = res, state = 9
Iteration 9027: c = }, s = rrst, state = 9
Iteration 9028: c = ], s = esesst, state = 9
Iteration 9029: c = x, s = srr, state = 9
Iteration 9030: c = ), s = eesest, state = 9
Iteration 9031: c = [, s = sr, state = 9
Iteration 9032: c = x, s = , state = 9
Iteration 9033: c = (, s = , state = 9
Iteration 9034: c = (, s = rr, state = 9
Iteration 9035: c = x, s = tssesr, state = 9
Iteration 9036: c = (, s = , state = 9
Iteration 9037: c = }, s = teste, state = 9
Iteration 9038: c = ), s = ss, state = 9
Iteration 9039: c = ], s = tteser, state = 9
Iteration 9040: c = [, s = ttrsr, state = 9
Iteration 9041: c = ), s = , state = 9
Iteration 9042: c = }, s = s, state = 9
Iteration 9043: c = ), s = , state = 9
Iteration 9044: c = }, s = tsrssr, state = 9
Iteration 9045: c = }, s = ssst, state = 9
Iteration 9046: c = (, s = ttts, state = 9
Iteration 9047: c = }, s = trrets, state = 9
Iteration 9048: c = ), s = sres, state = 9
Iteration 9049: c =  , s = rsteer, state = 9
Iteration 9050: c = }, s = , state = 9
Iteration 9051: c = [, s = r, state = 9
Iteration 9052: c = [, s = s, state = 9
